League: National Hockey League - Season: 2024-25              ,Date: 12.3.24
--------------------------------------------------------------
Regular Season
--------------------------------------------------------------
Name                                                          ,Team         ,Pos    ,GP,G ,A ,P ,+/-,PIM,PPg ,PPa  ,PPp,SHg,SHa,SHp,GWG ,GT,FG,EN,SOG,Sh  ,HT ,GA,TA,FO  ,SB,2 ,5,Mi,Ma,GM,FI,FW,ATOI ,APPT,APKT,+ ,- ,FS,Av R,
Travis Sanheim                                                ,Philadelphia ,LD/RD  ,27,0 ,9 ,9 ,-12,4  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,58 ,0.0 ,41 ,8 ,13,0   ,44,2 ,0,0 ,0 ,0 ,0 ,0 ,22:57,3:17,2:05,16,28,0 ,7.04,
MacKenzie Weegar                                              ,Los Angeles  ,RD     ,28,0 ,9 ,9 ,5  ,10 ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,42 ,0.0 ,67 ,12,13,0   ,45,5 ,0,0 ,0 ,0 ,0 ,0 ,21:22,1:58,2:25,23,18,0 ,7.29,
Tyler Myers                                                   ,Vancouver    ,RD     ,29,0 ,9 ,9 ,-2 ,16 ,0   ,4    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,37 ,0.0 ,86 ,15,21,0   ,46,8 ,0,0 ,0 ,0 ,0 ,0 ,24:49,1:26,3:00,21,23,0 ,6.86,
Brett Leason                                                  ,Montreal     ,RW/C   ,26,6 ,2 ,8 ,-5 ,6  ,0   ,0    ,0  ,1  ,0  ,1  ,0   ,0 ,0 ,0 ,34 ,17.6,37 ,7 ,15,0.21,23,3 ,0,0 ,0 ,0 ,0 ,0 ,12:39,0:00,2:43,11,16,0 ,6.77,
Mike O'Rourke                                                 ,Colorado     ,RW     ,28,6 ,2 ,8 ,1  ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,1 ,0 ,51 ,11.8,56 ,3 ,1 ,0   ,6 ,5 ,0,0 ,0 ,0 ,0 ,0 ,10:47,0:00,0:00,9 ,8 ,0 ,7.32,
Damien Giroux                                                 ,Minnesota    ,C      ,21,5 ,3 ,8 ,9  ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,3 ,0 ,21 ,23.8,24 ,3 ,2 ,0.62,12,2 ,0,0 ,0 ,0 ,0 ,0 ,11:36,0:00,0:02,14,5 ,0 ,6.81,
Kyle Crnkovic                                                 ,Toronto      ,LW/RW  ,30,5 ,3 ,8 ,0  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,1 ,0 ,41 ,12.2,29 ,4 ,1 ,0.25,12,3 ,0,0 ,0 ,0 ,0 ,0 ,12:22,0:29,0:02,10,10,1 ,6.90,
Scott Laughton                                                ,Arizona      ,C      ,27,5 ,3 ,8 ,-8 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,0 ,0 ,31 ,16.1,52 ,1 ,7 ,0.55,20,4 ,0,0 ,0 ,0 ,0 ,0 ,13:13,0:00,1:46,11,19,2 ,6.56,
Joseph Veleno                                                 ,Detroit      ,C      ,24,5 ,3 ,8 ,-7 ,11 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,32 ,15.6,25 ,3 ,10,0.61,16,3 ,1,0 ,0 ,0 ,0 ,0 ,11:25,0:07,0:23,11,18,1 ,6.63,
Brandon Hagel                                                 ,Chicago      ,LW     ,27,5 ,3 ,8 ,-14,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,35 ,14.3,27 ,3 ,0 ,0.10,19,6 ,0,0 ,0 ,0 ,0 ,0 ,11:17,0:02,0:00,8 ,22,1 ,6.63,
Vitali Kravtsov                                               ,Edmonton     ,RW     ,29,5 ,3 ,8 ,5  ,26 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,2 ,0 ,35 ,14.3,48 ,2 ,1 ,0.16,6 ,13,0,0 ,0 ,0 ,0 ,0 ,11:41,0:00,0:02,15,10,0 ,7.03,
Martin Kaut                                                   ,St. Louis    ,RW     ,29,4 ,4 ,8 ,1  ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,43 ,9.3 ,42 ,3 ,4 ,0.11,13,5 ,0,0 ,0 ,0 ,0 ,0 ,10:35,0:23,0:00,10,9 ,2 ,7.14,
Jansen Harkins                                                ,NY Rangers   ,LW/C   ,27,4 ,4 ,8 ,-4 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,2 ,0 ,17 ,23.5,36 ,8 ,4 ,0.21,13,6 ,0,0 ,0 ,0 ,0 ,0 ,13:28,0:16,0:31,9 ,13,0 ,6.48,
Jonathan Davidsson                                            ,Detroit      ,RW/LW  ,27,4 ,4 ,8 ,-9 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,13.8,29 ,2 ,3 ,0   ,3 ,6 ,0,0 ,0 ,0 ,0 ,0 ,12:48,0:44,0:00,12,21,0 ,6.78,
Nick Bjugstad                                                 ,Boston       ,C/RW   ,25,4 ,4 ,8 ,-3 ,14 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,26 ,15.4,52 ,4 ,11,0.48,8 ,7 ,0,0 ,0 ,0 ,0 ,0 ,13:12,0:00,1:03,10,13,0 ,6.44,
Dylan Peterson                                                ,Los Angeles  ,C      ,24,4 ,4 ,8 ,-8 ,14 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,33 ,12.1,50 ,2 ,5 ,0.45,14,7 ,0,0 ,0 ,0 ,0 ,0 ,12:35,0:00,0:00,10,18,0 ,6.54,
Matthew Boldy                                                 ,Minnesota    ,LW     ,27,3 ,5 ,8 ,-2 ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,23 ,13.0,37 ,1 ,2 ,0   ,4 ,0 ,0,0 ,0 ,0 ,0 ,0 ,10:12,0:02,0:00,10,12,0 ,7.07,
Eetu Luostarinen                                              ,Vancouver    ,C      ,26,3 ,5 ,8 ,0  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,25 ,12.0,32 ,4 ,9 ,0.61,22,3 ,0,0 ,0 ,0 ,0 ,0 ,12:16,0:38,0:48,11,11,0 ,6.81,
Erik Haula                                                    ,Dallas       ,C      ,24,3 ,5 ,8 ,-3 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,3 ,0 ,32 ,9.4 ,29 ,8 ,9 ,0.59,7 ,4 ,0,0 ,0 ,0 ,0 ,0 ,11:07,0:10,0:00,10,13,0 ,6.92,
Jesper Fast                                                   ,Winnipeg     ,RW     ,25,3 ,5 ,8 ,-6 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,40 ,7.5 ,29 ,5 ,7 ,0   ,5 ,4 ,0,0 ,0 ,0 ,0 ,0 ,10:27,0:02,0:00,8 ,14,0 ,7.00,
Jake Gardiner                                                 ,Buffalo      ,LD/RD  ,28,3 ,5 ,8 ,4  ,10 ,1   ,1    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,45 ,6.7 ,49 ,11,10,0   ,44,5 ,0,0 ,0 ,0 ,0 ,0 ,20:01,1:42,1:06,23,19,0 ,7.39,
Maxim Cajkovic                                                ,Toronto      ,RW/LW  ,30,3 ,5 ,8 ,0  ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,11.5,39 ,9 ,0 ,0.09,13,6 ,0,0 ,0 ,0 ,0 ,0 ,11:12,0:02,0:00,10,10,1 ,6.50,
Alexandre Texier                                              ,Columbus     ,C      ,21,3 ,5 ,8 ,-2 ,12 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,20 ,15.0,23 ,3 ,0 ,0.51,8 ,6 ,0,0 ,0 ,0 ,0 ,0 ,11:17,0:14,0:00,9 ,11,0 ,6.48,
Evan Barratt                                                  ,Chicago      ,C      ,27,3 ,5 ,8 ,-10,14 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,22 ,13.6,21 ,7 ,12,0.53,16,7 ,0,0 ,0 ,0 ,0 ,0 ,12:08,0:15,0:15,10,20,0 ,6.33,
William Nylander                                              ,Boston       ,RW/C   ,27,3 ,5 ,8 ,-3 ,16 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,46 ,6.5 ,38 ,5 ,8 ,0.13,7 ,8 ,0,0 ,0 ,0 ,0 ,0 ,16:48,2:02,0:17,14,17,0 ,6.56,
Akil Thomas                                                   ,Columbus     ,C      ,27,3 ,5 ,8 ,-3 ,16 ,0   ,2    ,2  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,36 ,8.3 ,40 ,7 ,15,0.47,27,8 ,0,0 ,0 ,0 ,0 ,0 ,16:53,1:10,2:00,13,16,0 ,6.22,
Dryden Mulera                                                 ,Buffalo      ,C      ,25,3 ,5 ,8 ,-6 ,44 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,28 ,10.7,50 ,2 ,0 ,0.43,8 ,12,2,1 ,0 ,0 ,2 ,1 ,10:37,0:00,0:00,10,16,1 ,6.80,
Jamie Drysdale                                                ,Boston       ,RD/LD  ,27,2 ,6 ,8 ,-5 ,4  ,1   ,4    ,5  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,41 ,4.9 ,19 ,11,4 ,0   ,21,2 ,0,0 ,0 ,0 ,0 ,0 ,18:00,2:04,0:56,10,15,0 ,7.11,
Evgeniy Abakunchik                                            ,Winnipeg     ,LW     ,27,2 ,6 ,8 ,-11,4  ,1   ,1    ,2  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,33 ,6.1 ,42 ,7 ,0 ,0   ,9 ,2 ,0,0 ,0 ,0 ,0 ,0 ,12:37,0:21,0:02,8 ,19,0 ,6.81,
Brock Nelson                                                  ,NY Islanders ,C/LW   ,22,2 ,6 ,8 ,-4 ,14 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,22 ,9.1 ,35 ,2 ,1 ,0.52,10,7 ,0,0 ,0 ,0 ,0 ,0 ,12:01,0:39,0:14,6 ,10,0 ,6.59,
Travis Hamonic                                                ,Montreal     ,RD     ,29,2 ,6 ,8 ,-4 ,18 ,2   ,1    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,7.7 ,67 ,25,19,0   ,80,9 ,0,0 ,0 ,0 ,0 ,0 ,20:33,1:57,2:17,19,23,0 ,6.97,
Charlie Coyle                                                 ,Boston       ,C/RW   ,25,2 ,6 ,8 ,-8 ,18 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,13 ,15.4,47 ,3 ,5 ,0.51,12,9 ,0,0 ,0 ,0 ,0 ,0 ,11:51,0:00,0:00,8 ,16,0 ,6.68,
Ty Leetch                                                     ,Washington   ,RD/LD  ,25,1 ,7 ,8 ,0  ,4  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,17 ,5.9 ,47 ,7 ,9 ,0   ,29,2 ,0,0 ,0 ,0 ,0 ,0 ,16:45,1:09,0:43,17,17,0 ,6.96,
K'Andre Miller                                                ,St. Louis    ,LD     ,28,1 ,7 ,8 ,-7 ,4  ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,33 ,3.0 ,36 ,13,16,0   ,40,2 ,0,0 ,0 ,0 ,0 ,0 ,18:39,1:35,1:42,17,24,1 ,6.89,
Noah Laaouan                                                  ,Ottawa       ,RD/LD  ,28,1 ,7 ,8 ,11 ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,21 ,4.8 ,60 ,6 ,13,0   ,18,3 ,0,0 ,0 ,0 ,0 ,0 ,15:15,0:00,0:00,27,16,0 ,7.25,
Marcus Pettersson                                             ,Pittsburgh   ,LD/RD  ,26,1 ,7 ,8 ,-4 ,14 ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,22 ,4.5 ,23 ,11,21,0   ,32,7 ,0,0 ,0 ,0 ,0 ,0 ,15:55,1:13,1:19,12,16,0 ,6.88,
Mikhail Sergachev                                             ,Tampa Bay    ,LD/RD  ,28,1 ,7 ,8 ,14 ,22 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,48 ,2.1 ,78 ,14,11,0   ,50,6 ,0,1 ,0 ,0 ,0 ,0 ,22:10,1:30,2:27,32,18,0 ,7.39,
J.T. Compher                                                  ,Columbus     ,C/LW/RW,25,1 ,7 ,8 ,-8 ,29 ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,48 ,2.1 ,53 ,8 ,4 ,0.52,6 ,12,1,0 ,0 ,0 ,1 ,0 ,13:26,1:06,0:09,9 ,17,1 ,6.76,
Jake McCabe                                                   ,Florida      ,LD     ,24,0 ,8 ,8 ,2  ,2  ,0   ,4    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,19 ,0.0 ,36 ,3 ,8 ,0   ,28,1 ,0,0 ,0 ,0 ,0 ,0 ,17:36,2:27,0:27,15,13,0 ,7.04,
Drae Gardiner                                                 ,Vancouver    ,RD     ,18,0 ,8 ,8 ,13 ,4  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,27 ,0.0 ,31 ,9 ,2 ,0   ,8 ,2 ,0,0 ,0 ,0 ,0 ,0 ,16:43,2:39,0:15,21,8 ,0 ,7.28,
Samuel Régis                                                  ,Colorado     ,LD     ,19,0 ,8 ,8 ,0  ,4  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,11 ,0.0 ,31 ,1 ,5 ,0   ,19,2 ,0,0 ,0 ,0 ,0 ,0 ,14:58,0:15,0:11,17,17,0 ,7.16,
Noah Dobson                                                   ,Chicago      ,RD/LD  ,23,0 ,8 ,8 ,-5 ,6  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,41 ,0.0 ,45 ,10,4 ,0   ,14,3 ,0,0 ,0 ,0 ,0 ,0 ,18:31,1:39,0:28,12,17,0 ,7.04,
Oliwer Kaski                                                  ,Washington   ,RD     ,25,0 ,8 ,8 ,6  ,8  ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,0.0 ,37 ,11,4 ,0   ,33,4 ,0,0 ,0 ,0 ,0 ,0 ,19:35,1:52,0:30,27,21,1 ,7.08,
Adam Larsson                                                  ,Columbus     ,RD     ,25,0 ,8 ,8 ,-1 ,14 ,0   ,5    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,27 ,0.0 ,42 ,8 ,18,0   ,38,7 ,0,0 ,0 ,0 ,0 ,0 ,19:53,2:19,1:51,18,19,1 ,6.84,
Brett Pesce                                                   ,Carolina     ,RD     ,27,0 ,8 ,8 ,5  ,16 ,0   ,4    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,34 ,0.0 ,56 ,7 ,33,0   ,51,8 ,0,0 ,0 ,0 ,0 ,0 ,22:03,2:23,2:01,18,13,0 ,7.22,
Shea Weber                                                    ,Montreal     ,RD     ,29,0 ,8 ,8 ,-11,26 ,0   ,5    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,28 ,0.0 ,80 ,11,15,0   ,61,13,0,0 ,0 ,0 ,0 ,0 ,21:55,2:57,3:26,18,29,0 ,6.83,
Filip Chytil                                                  ,Calgary      ,C      ,22,5 ,2 ,7 ,3  ,6  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,22 ,22.7,22 ,3 ,3 ,0.43,12,3 ,0,0 ,0 ,0 ,0 ,0 ,9:35 ,0:03,0:00,7 ,4 ,1 ,6.86,
Santeri Virtanen                                              ,Winnipeg     ,C      ,28,5 ,2 ,7 ,-9 ,8  ,3   ,0    ,3  ,0  ,0  ,0  ,0   ,1 ,0 ,0 ,47 ,10.6,69 ,4 ,21,0.64,29,4 ,0,0 ,0 ,0 ,0 ,0 ,17:55,2:46,1:19,10,19,0 ,6.36,
Oskar Sundqvist                                               ,Carolina     ,C      ,22,5 ,2 ,7 ,-9 ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,28 ,17.9,45 ,7 ,4 ,0.55,19,8 ,0,0 ,0 ,0 ,0 ,0 ,12:04,0:02,0:21,7 ,16,0 ,6.55,
Dylan Gambrell                                                ,San Jose     ,C      ,24,4 ,3 ,7 ,3  ,0  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,13 ,30.8,22 ,3 ,10,0.52,15,0 ,0,0 ,0 ,0 ,0 ,0 ,10:32,0:00,0:00,11,8 ,0 ,6.67,
Marcus Johansson                                              ,Nashville    ,C/LW   ,25,4 ,3 ,7 ,-9 ,6  ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,15 ,26.7,28 ,4 ,4 ,0.53,13,3 ,0,0 ,0 ,0 ,0 ,0 ,12:43,0:11,0:01,7 ,16,0 ,6.28,
Jack Kopacka                                                  ,Anaheim      ,LW     ,21,4 ,3 ,7 ,-8 ,8  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,27 ,14.8,17 ,3 ,3 ,0   ,1 ,4 ,0,0 ,0 ,0 ,0 ,0 ,10:19,0:00,0:00,6 ,14,0 ,6.90,
Patrice Bergeron                                              ,Pittsburgh   ,C      ,27,4 ,3 ,7 ,-15,16 ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,20 ,20.0,37 ,5 ,17,0.60,25,8 ,0,0 ,0 ,0 ,0 ,0 ,14:55,0:37,1:24,10,25,0 ,6.19,
Danil Antropov                                                ,NY Rangers   ,C/LW/RW,27,4 ,3 ,7 ,-3 ,30 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,28 ,14.3,37 ,5 ,6 ,0.40,10,10,0,1 ,0 ,0 ,0 ,0 ,13:32,0:03,1:17,11,14,0 ,6.07,
Jesper Boqvist                                                ,New Jersey   ,C/LW   ,24,3 ,4 ,7 ,-2 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,26 ,11.5,24 ,4 ,4 ,0.46,14,2 ,0,0 ,0 ,0 ,0 ,0 ,12:12,0:00,0:35,9 ,11,0 ,6.54,
Dillon Dubé                                                   ,Carolina     ,RW/LW/C,27,3 ,4 ,7 ,-9 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,26 ,11.5,37 ,6 ,5 ,0.11,10,2 ,0,0 ,0 ,0 ,0 ,0 ,11:45,0:20,0:00,9 ,18,0 ,6.52,
Jordan Staal                                                  ,Calgary      ,C      ,28,3 ,4 ,7 ,-8 ,16 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,27 ,11.1,44 ,4 ,14,0.55,13,8 ,0,0 ,0 ,0 ,0 ,0 ,14:08,0:06,1:45,11,19,0 ,6.29,
Brendan Lemieux                                               ,New Jersey   ,LW     ,23,3 ,4 ,7 ,-6 ,36 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,30 ,10.0,56 ,8 ,5 ,0.00,11,8 ,0,2 ,0 ,0 ,0 ,0 ,10:56,0:00,0:51,9 ,15,0 ,7.00,
Slater Koekkoek                                               ,San Jose     ,LD/RD  ,28,2 ,5 ,7 ,3  ,2  ,1   ,3    ,4  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,42 ,4.8 ,44 ,11,5 ,0   ,42,1 ,0,0 ,0 ,0 ,0 ,0 ,17:49,2:02,0:45,18,15,1 ,7.43,
Ryan Merkley                                                  ,New Jersey   ,RD/LD  ,25,2 ,5 ,7 ,-2 ,2  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,14 ,14.3,25 ,4 ,1 ,0   ,16,1 ,0,0 ,0 ,0 ,0 ,0 ,14:49,0:00,0:26,16,18,0 ,7.00,
Kasper Puutio                                                 ,Pittsburgh   ,RD     ,24,2 ,5 ,7 ,-12,2  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,2 ,0 ,18 ,11.1,23 ,3 ,1 ,0   ,19,1 ,0,0 ,0 ,0 ,0 ,0 ,14:33,0:15,0:06,13,25,0 ,6.96,
Torey Krug                                                    ,Boston       ,LD/RD  ,27,2 ,5 ,7 ,-4 ,4  ,2   ,1    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,44 ,4.5 ,41 ,10,14,0   ,41,2 ,0,0 ,0 ,0 ,0 ,0 ,25:17,2:04,2:12,18,22,0 ,7.04,
Mikey Anderson                                                ,Los Angeles  ,LD/RD  ,26,2 ,5 ,7 ,3  ,6  ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,21 ,9.5 ,34 ,7 ,16,0   ,34,3 ,0,0 ,0 ,0 ,0 ,0 ,16:04,0:55,0:39,21,18,1 ,7.12,
Landon Slaggert                                               ,Hartford     ,C      ,11,2 ,5 ,7 ,-2 ,6  ,1   ,2    ,3  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,16 ,12.5,6  ,1 ,1 ,0.50,5 ,3 ,0,0 ,0 ,0 ,0 ,0 ,12:28,1:16,0:08,6 ,8 ,0 ,6.55,
Thomas Bordeleau                                              ,Winnipeg     ,LW/C   ,28,2 ,5 ,7 ,-11,6  ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,0 ,0 ,24 ,8.3 ,18 ,4 ,0 ,0.25,1 ,3 ,0,0 ,0 ,0 ,0 ,0 ,10:32,0:13,0:00,9 ,20,0 ,6.82,
Cole Perfetti                                                 ,Washington   ,C      ,28,2 ,5 ,7 ,-1 ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,1   ,0 ,1 ,0 ,25 ,8.0 ,23 ,5 ,2 ,0.52,7 ,5 ,0,0 ,0 ,0 ,0 ,0 ,10:41,0:00,0:00,13,14,0 ,6.46,
Përparim Suomalainen                                          ,Dallas       ,LW/C   ,27,2 ,5 ,7 ,-6 ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,22 ,9.1 ,85 ,10,7 ,0.32,22,5 ,0,0 ,0 ,0 ,0 ,0 ,14:32,0:06,2:28,12,18,0 ,6.89,
Christoffer Ehn                                               ,Arizona      ,C/LW   ,18,2 ,5 ,7 ,-9 ,10 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,18 ,11.1,25 ,6 ,6 ,0.53,18,5 ,0,0 ,0 ,0 ,0 ,0 ,13:46,0:00,2:23,8 ,17,0 ,6.39,
Andrei Svechnikov                                             ,Carolina     ,RW     ,26,2 ,5 ,7 ,-6 ,14 ,1   ,1    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,6.9 ,45 ,8 ,7 ,0.09,19,7 ,0,0 ,0 ,0 ,0 ,0 ,12:25,0:41,0:37,7 ,13,0 ,6.62,
Mathew Dumba                                                  ,Minnesota    ,RD/LD  ,27,2 ,5 ,7 ,-9 ,14 ,2   ,1    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,43 ,4.7 ,53 ,10,19,0   ,51,7 ,0,0 ,0 ,0 ,0 ,0 ,25:35,3:06,2:48,18,27,0 ,7.07,
Carl Grundström                                               ,NY Islanders ,LW/RW  ,22,2 ,5 ,7 ,-10,14 ,0   ,0    ,0  ,0  ,0  ,0  ,2   ,0 ,1 ,0 ,30 ,6.7 ,33 ,5 ,1 ,0   ,4 ,7 ,0,0 ,0 ,0 ,0 ,0 ,12:24,0:35,0:07,9 ,19,0 ,6.82,
Anthony DeAngelo                                              ,NY Rangers   ,RD/LD  ,26,2 ,5 ,7 ,-8 ,34 ,2   ,3    ,5  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,39 ,5.1 ,37 ,11,16,0   ,32,12,0,1 ,0 ,0 ,0 ,0 ,21:02,2:36,2:30,15,23,0 ,6.85,
Victor Söderström                                             ,Arizona      ,RD/LD  ,29,1 ,6 ,7 ,-14,2  ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,37 ,2.7 ,37 ,14,12,0   ,42,1 ,0,0 ,0 ,0 ,0 ,0 ,21:19,2:47,0:52,15,29,0 ,6.97,
Blade Jenkins                                                 ,NY Islanders ,C      ,21,1 ,6 ,7 ,-2 ,4  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,14 ,7.1 ,42 ,1 ,2 ,0.64,7 ,2 ,0,0 ,0 ,0 ,0 ,0 ,10:44,0:16,0:00,8 ,10,0 ,6.76,
Jake Sanderson                                                ,St. Louis    ,LD/RD  ,28,1 ,6 ,7 ,3  ,8  ,0   ,1    ,1  ,0  ,0  ,0  ,0   ,0 ,1 ,0 ,31 ,3.2 ,63 ,10,3 ,0   ,22,4 ,0,0 ,0 ,0 ,0 ,0 ,18:47,2:38,0:26,17,14,0 ,7.00,
Callan Foote                                                  ,Tampa Bay    ,RD     ,25,1 ,6 ,7 ,-8 ,9  ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,19 ,5.3 ,49 ,5 ,13,0   ,27,2 ,1,0 ,0 ,0 ,1 ,0 ,15:57,0:00,0:50,18,26,0 ,6.96,
Cody Ceci                                                     ,Toronto      ,RD/LD  ,25,1 ,6 ,7 ,11 ,10 ,1   ,0    ,1  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,25 ,4.0 ,42 ,11,17,0   ,41,5 ,0,0 ,0 ,0 ,0 ,0 ,20:19,2:41,1:48,23,12,0 ,7.32,
Caleb Jones                                                   ,Columbus     ,LD     ,27,1 ,6 ,7 ,-1 ,11 ,0   ,0    ,0  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,25 ,4.0 ,49 ,4 ,20,0   ,25,3 ,1,0 ,0 ,0 ,0 ,0 ,14:33,0:00,0:14,18,19,0 ,7.11,
Josh Manson                                                   ,Anaheim      ,RD     ,23,1 ,6 ,7 ,4  ,12 ,1   ,1    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,15 ,6.7 ,69 ,8 ,18,0   ,53,6 ,0,0 ,0 ,0 ,0 ,0 ,22:49,2:10,3:28,22,18,0 ,6.87,
Blake Lizotte                                                 ,Los Angeles  ,C      ,19,0 ,7 ,7 ,0  ,0  ,0   ,2    ,2  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,6  ,0.0 ,13 ,5 ,3 ,0.52,15,0 ,0,0 ,0 ,0 ,0 ,0 ,14:06,1:28,0:02,10,10,0 ,6.26,
Guillaume Brisebois                                           ,Carolina     ,LD     ,22,0 ,7 ,7 ,-7 ,2  ,0   ,3    ,3  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,21 ,0.0 ,27 ,6 ,3 ,0   ,27,1 ,0,0 ,0 ,0 ,0 ,0 ,19:02,2:13,0:54,9 ,16,0 ,6.86,
Damon Severson                                                ,New Jersey   ,RD     ,26,0 ,7 ,7 ,2  ,6  ,0   ,4    ,4  ,0  ,0  ,0  ,0   ,0 ,0 ,0 ,29 ,0.0 ,64 ,15,29,0   ,39,3 ,0,0 ,0 ,0 ,0 ,0 ,20:55,1:44,1:45,16,14,0 ,7.31,
